title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
나인식스뉴욕 투웨이 집업 <b>니트</b> 베스트 NO4VW003L0,https://search.shopping.naver.com/catalog/51799756485,https://shopping-phinf.pstatic.net/main_5179975/51799756485.20250103145020.jpg,14810,,네이버,51799756485,1,나인식스뉴욕,디에스패션,패션의류,여성의류,니트,베스트
라코스테 버튼형 방풍 하이넥 가디건 AH801E55N,https://search.shopping.naver.com/catalog/57080809004,https://shopping-phinf.pstatic.net/main_5708080/57080809004.20251004003906.jpg,241370,,네이버,57080809004,1,라코스테,라코스테,패션의류,남성의류,니트,카디건
잭필드 남성 솔리드 밍크 본딩 레이어드 셔츠 <b>니트</b> 3종,https://search.shopping.naver.com/catalog/57829111292,https://shopping-phinf.pstatic.net/main_5782911/57829111292.20251119232817.jpg,41270,,네이버,57829111292,1,,,패션의류,남성의류,니트,풀오버
라코스테 립조직 풀집업 가디건 AH155E 55N,https://search.shopping.naver.com/catalog/58890520208,https://shopping-phinf.pstatic.net/main_5889052/58890520208.20260211150516.jpg,219870,,네이버,58890520208,1,라코스테,라코스테,패션의류,남성의류,니트,카디건
메종키츠네 볼드 폭스헤드 레귤러 울 가디건 MW00508KT1036,https://search.shopping.naver.com/catalog/57808371478,https://shopping-phinf.pstatic.net/main_5780837/57808371478.20251118095704.jpg,207670,,네이버,57808371478,1,메종키츠네,메종키츠네,패션의류,남성의류,니트,카디건
라코스테 울 캐시미어 후드집업 스웨터 AF401E-55N,https://search.shopping.naver.com/catalog/56238425658,https://shopping-phinf.pstatic.net/main_5623842/56238425658.20250813072801.jpg,58900,,네이버,56238425658,1,라코스테,라코스테,패션의류,여성의류,니트,풀오버
르 캐시미어 클래식 홀 가먼트 <b>니트</b> 풀오버,https://search.shopping.naver.com/catalog/57718026302,https://shopping-phinf.pstatic.net/main_5771802/57718026302.20260213102313.jpg,38240,,네이버,57718026302,1,르,,패션의류,여성의류,니트,풀오버
유니클로 밀라노 리브 풀집업 가디건 481731,https://search.shopping.naver.com/catalog/58786691599,https://shopping-phinf.pstatic.net/main_5878669/58786691599.20260204020501.jpg,53079,,네이버,58786691599,1,유니클로,유니클로,패션의류,남성의류,니트,카디건
남자 가디건 남성 가을겨울 오버핏 커플 정장 <b>니트</b>집업 카라 라운드 브이넥 캐시미어 빅사이즈,https://smartstore.naver.com/main/products/4095221616,https://shopping-phinf.pstatic.net/main_8163974/81639742465.2.jpg,29800,,엠클로,81639742465,2,,엠클로,패션의류,남성의류,니트,카디건
올리브데올리브 트위드형 <b>니트</b> 가디건 yk5wd420,https://search.shopping.naver.com/catalog/57717183987,https://shopping-phinf.pstatic.net/main_5771718/57717183987.20251111090112.jpg,53200,,네이버,57717183987,1,올리브데올리브,올리브데올리브,패션의류,여성의류,니트,카디건
